Airline,Source,Source Name,Destination,Destination Name,Departure Date & Time,Arrival Date & Time,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Base Fare (BDT),Tax & Surcharge (BDT),Total Fare (BDT),Seasonality,Days Before Departure
Qatar Airways,CGP,"Shah Amanat International Airport, Chittagong",SIN,Singapore Changi Airport,2025-01-20,2025-01-20,3.181703497,Direct,Boeing 787,Economy,Travel Agency,65267.52387,15790.12858,81057.65245,Regular,15
Etihad Airways,JSR,Jessore Airport,CXB,Cox's Bazar Airport,2025-08-27,2025-08-27,1.071380694,Direct,Airbus A320,First Class,Travel Agency,11134.17016,200,11334.17016,Regular,41
Thai Airways,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2025-08-22,2025-08-22,14.58029628,1 Stop,Airbus A350,First Class,Direct Booking,159289.6393,29893.44589,189183.0851,Regular,83
Thai Airways,BZL,Barisal Airport,KUL,Kuala Lumpur International Airport,2025-04-16,2025-04-16,2.670905045,Direct,Boeing 787,Business,Online Website,105041.1196,21756.16794,126797.2875,Regular,35
NovoAir,CXB,Cox's Bazar Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-07-11,2025-07-11,0.5,Direct,Airbus A320,Business,Direct Booking,8747.052269,200,8947.052269,Regular,11
Vistara,RJH,"Shah Makhdum Airport, Rajshahi",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-11-01,2025-11-01,0.6363703,Direct,Airbus A320,First Class,Travel Agency,25282.76974,5792.415461,31075.1852,Regular,76
Malaysian Airlines,BZL,Barisal Airport,CXB,Cox's Bazar Airport,2025-07-17,2025-07-17,0.73494586,Direct,Airbus A320,Business,Travel Agency,5300.901133,200,5500.901133,Regular,58
Kuwait Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",SPD,Saidpur Airport,2025-04-30,2025-04-30,0.898630893,Direct,Airbus A320,Economy,Travel Agency,4710.150299,200,4910.150299,Regular,10
Etihad Airways,ZYL,"Osmani International Airport, Sylhet",DEL,"Indira Gandhi International Airport, Delhi",2025-01-26,2025-01-26,2.280138544,Direct,Boeing 737,Business,Online Website,65033.64108,11755.04616,76788.68724,Regular,11
Cathay Pacific,SPD,Saidpur Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-08-01,2025-08-01,0.521012446,Direct,Airbus A320,Business,Direct Booking,6510.31068,200,6710.31068,Regular,13
Lufthansa,BZL,Barisal Airport,YYZ,Toronto Pearson International Airport,2025-02-18,2025-02-19,14.21967815,1 Stop,Airbus A350,Business,Travel Agency,29192.62296,10378.89344,39571.5164,Regular,20
US-Bangla Airlines,CGP,"Shah Amanat International Airport, Chittagong",BKK,"Suvarnabhumi Airport, Bangkok",2025-09-12,2025-09-12,2.11228325,Direct,Boeing 787,Business,Direct Booking,113995.5807,23099.33711,137094.9178,Regular,64
Air Arabia,RJH,"Shah Makhdum Airport, Rajshahi",DOH,"Hamad International Airport, Doha",2025-11-29,2025-11-29,4.465287731,1 Stop,Boeing 787,First Class,Travel Agency,221042.9237,37156.43855,258199.3622,Regular,76
Qatar Airways,ZYL,"Osmani International Airport, Sylhet",BZL,Barisal Airport,2025-02-25,2025-02-25,0.872781684,Direct,Airbus A320,Business,Direct Booking,6201.567962,200,6401.567962,Regular,26
British Airways,CGP,"Shah Amanat International Airport, Chittagong",JSR,Jessore Airport,2025-04-25,2025-04-25,1.055621168,Direct,Airbus A320,First Class,Travel Agency,8473.628147,200,8673.628147,Regular,75
Emirates,BZL,Barisal Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-08-27,2025-08-27,6.196284188,1 Stop,Airbus A350,Business,Travel Agency,64908.73681,13736.31052,78645.04734,Regular,56
Vistara,CXB,Cox's Bazar Airport,KUL,Kuala Lumpur International Airport,2025-08-02,2025-08-02,2.842551807,Direct,Boeing 737,First Class,Travel Agency,247067.3415,43060.10123,290127.4428,Regular,40
Malaysian Airlines,SPD,Saidpur Airport,YYZ,Toronto Pearson International Airport,2025-09-11,2025-09-12,13.78763174,1 Stop,Boeing 777,Business,Travel Agency,130709.0065,25606.35098,156315.3575,Regular,27
Kuwait Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2025-12-05,2025-12-06,8.884368646,1 Stop,Airbus A350,First Class,Online Website,258017.3445,44702.60167,302719.9461,Winter Holidays,46
Air India,CXB,Cox's Bazar Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-01-30,2025-01-30,2.308572853,1 Stop,Boeing 787,First Class,Travel Agency,96546.89,20482.0335,140434.7082,Regular,3
Singapore Airlines,CXB,Cox's Bazar Airport,BZL,Barisal Airport,2025-06-26,2025-06-26,0.784257747,Direct,Airbus A320,Economy,Travel Agency,3456.115109,200,3656.115109,Regular,10
Malaysian Airlines,CXB,Cox's Bazar Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-12-11,2025-12-11,1.704585909,Direct,Airbus A320,Economy,Direct Booking,3843.018696,200,4043.018696,Winter Holidays,46
Air Astra,DAC,"Hazrat Shahjalal International Airport, Dhaka",SIN,Singapore Changi Airport,2025-05-21,2025-05-21,3.371119355,Direct,Boeing 737,Economy,Online Website,47220.06074,13083.00911,60303.06985,Regular,57
Malaysian Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",SIN,Singapore Changi Airport,2025-07-01,2025-07-01,3.160417368,1 Stop,Boeing 787,First Class,Travel Agency,248462.8077,43269.42115,291732.2288,Regular,34
Air Arabia,RJH,"Shah Makhdum Airport, Rajshahi",SIN,Singapore Changi Airport,2025-07-21,2025-07-21,3.109407647,Direct,Boeing 787,Business,Online Website,30242.76539,10536.41481,40779.1802,Regular,44
Cathay Pacific,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2026-01-25,2026-01-25,8.69433194,1 Stop,Airbus A350,Economy,Travel Agency,54969.95932,14245.4939,69215.45322,Winter Holidays,66
Turkish Airlines,JSR,Jessore Airport,CXB,Cox's Bazar Airport,2025-05-26,2025-05-26,1.200818484,Direct,Airbus A320,Economy,Direct Booking,2473.191652,200,2673.191652,Regular,35
FlyDubai,CGP,"Shah Amanat International Airport, Chittagong",KUL,Kuala Lumpur International Airport,2025-11-28,2025-11-28,2.878203173,1 Stop,Boeing 737,Economy,Travel Agency,24640.38122,9696.057182,34336.4384,Regular,47
US-Bangla Airlines,RJH,"Shah Makhdum Airport, Rajshahi",LHR,London Heathrow Airport,2025-04-02,2025-04-02,9.336615262,1 Stop,Airbus A350,First Class,Direct Booking,234085.2542,41112.78813,275198.0424,Eid,31
Kuwait Airways,SPD,Saidpur Airport,CXB,Cox's Bazar Airport,2025-07-07,2025-07-07,0.88180479,Direct,Airbus A320,First Class,Online Website,11827.75278,200,12027.75278,Regular,30
FlyDubai,CXB,Cox's Bazar Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-10-31,2025-10-31,0.5,Direct,Airbus A320,Business,Travel Agency,7127.551739,200,7327.551739,Regular,11
Air Arabia,JSR,Jessore Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-11-28,2025-11-29,5.257823403,2 Stops,Airbus A350,Business,Online Website,63695.52312,13554.32847,77249.85158,Regular,61
Air India,CXB,Cox's Bazar Airport,SPD,Saidpur Airport,2025-06-20,2025-06-20,0.97293319,Direct,Airbus A320,Economy,Travel Agency,2635.008447,200,2835.008447,Regular,30
Emirates,ZYL,"Osmani International Airport, Sylhet",CGP,"Shah Amanat International Airport, Chittagong",2025-10-17,2025-10-17,1.022648579,Direct,Airbus A320,First Class,Travel Agency,10011.16652,200,10211.16652,Regular,34
Air Astra,BZL,Barisal Airport,LHR,London Heathrow Airport,2025-03-01,2025-03-01,8.30406163,2 Stops,Boeing 777,Economy,Travel Agency,29558.69734,10433.8046,39992.50194,Regular,42
Gulf Air,DAC,"Hazrat Shahjalal International Airport, Dhaka",BZL,Barisal Airport,2025-06-17,2025-06-17,0.5,Direct,Airbus A320,Economy,Online Website,2106.740483,200,2306.740483,Regular,53
Saudia,SPD,Saidpur Airport,BZL,Barisal Airport,2025-08-09,2025-08-09,1.098830389,Direct,Airbus A320,Business,Online Website,4390.176798,200,4590.176798,Regular,89
Emirates,CXB,Cox's Bazar Airport,LHR,London Heathrow Airport,2026-01-04,2026-01-05,10.15836998,1 Stop,Boeing 777,Business,Travel Agency,144264.0462,27639.60693,171903.6531,Winter Holidays,30
British Airways,SPD,Saidpur Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-12-15,2025-12-15,0.824630003,Direct,Airbus A320,Economy,Online Website,2206.621781,200,2406.621781,Winter Holidays,81
British Airways,BZL,Barisal Airport,LHR,London Heathrow Airport,2025-09-07,2025-09-07,9.65527257,1 Stop,Boeing 777,First Class,Travel Agency,73983.1367,17097.4705,91080.6072,Regular,15
British Airways,CXB,Cox's Bazar Airport,BZL,Barisal Airport,2025-11-22,2025-11-22,0.689155616,Direct,Airbus A320,Business,Travel Agency,5758.016928,200,5958.016928,Regular,10
Lufthansa,CGP,"Shah Amanat International Airport, Chittagong",LHR,London Heathrow Airport,2026-01-12,2026-01-12,8.780768973,1 Stop,Airbus A350,Business,Online Website,24011.62352,9601.743528,33613.36705,Winter Holidays,80
Kuwait Airways,CXB,Cox's Bazar Airport,SIN,Singapore Changi Airport,2025-10-27,2025-10-27,2.790109252,1 Stop,Boeing 737,Business,Online Website,21294.02336,9194.103505,30488.12687,Regular,77
Kuwait Airways,JSR,Jessore Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-10-03,2025-10-03,0.5,Direct,Airbus A320,Business,Direct Booking,7477.922374,200,7677.922374,Regular,9
Vistara,DAC,"Hazrat Shahjalal International Airport, Dhaka",JSR,Jessore Airport,2025-05-01,2025-05-01,0.5,Direct,Airbus A320,Business,Direct Booking,5202.311834,200,5402.311834,Regular,63
Kuwait Airways,RJH,"Shah Makhdum Airport, Rajshahi",ZYL,"Osmani International Airport, Sylhet",2025-08-31,2025-08-31,1.050234448,Direct,Airbus A320,Economy,Direct Booking,4350.221866,200,4550.221866,Regular,25
Gulf Air,DAC,"Hazrat Shahjalal International Airport, Dhaka",SIN,Singapore Changi Airport,2025-10-31,2025-10-31,2.914046565,Direct,Boeing 737,First Class,Direct Booking,59126.70874,14869.00631,73995.71505,Regular,48
SriLankan Airlines,JSR,Jessore Airport,SPD,Saidpur Airport,2025-07-31,2025-07-31,0.870455153,Direct,Airbus A320,Economy,Online Website,3203.431623,200,3403.431623,Regular,26
Thai Airways,CXB,Cox's Bazar Airport,BZL,Barisal Airport,2025-11-07,2025-11-07,0.729187832,Direct,Airbus A320,Economy,Online Website,1644.173229,200,1844.173229,Regular,82
IndiGo,SPD,Saidpur Airport,SIN,Singapore Changi Airport,2025-02-27,2025-02-27,3.602837699,1 Stop,Boeing 787,Economy,Online Website,46440.95516,12966.14327,59407.09844,Regular,10
US-Bangla Airlines,BZL,Barisal Airport,KUL,Kuala Lumpur International Airport,2025-05-11,2025-05-11,3.008621779,1 Stop,Boeing 787,Economy,Direct Booking,23303.36004,9495.504006,32798.86405,Regular,34
IndiGo,BZL,Barisal Airport,SIN,Singapore Changi Airport,2025-12-21,2025-12-21,3.375492662,Direct,Boeing 787,Business,Online Website,57856.87464,14678.5312,72535.40584,Winter Holidays,69
Gulf Air,ZYL,"Osmani International Airport, Sylhet",DXB,Dubai International Airport,2025-04-17,2025-04-17,3.732091871,Direct,Boeing 787,First Class,Travel Agency,91509.22765,17726.38415,109235.6118,Regular,41
FlyDubai,JSR,Jessore Airport,KUL,Kuala Lumpur International Airport,2025-07-09,2025-07-10,2.665344999,Direct,Boeing 737,First Class,Online Website,176987.9699,32548.19548,209536.1654,Regular,80
British Airways,ZYL,"Osmani International Airport, Sylhet",DXB,Dubai International Airport,2025-04-30,2025-05-01,3.787299325,Direct,Boeing 787,Business,Direct Booking,122600.7433,22390.11149,144990.8548,Regular,45
FlyDubai,JSR,Jessore Airport,ZYL,"Osmani International Airport, Sylhet",2025-12-21,2025-12-21,1.18462534,Direct,Airbus A320,Business,Travel Agency,6013.21611,200,6213.21611,Winter Holidays,30
AirAsia,JSR,Jessore Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-03-17,2025-03-17,2.459299193,Direct,Boeing 787,Business,Online Website,110696.2644,18604.43966,129300.7041,Regular,11
US-Bangla Airlines,CGP,"Shah Amanat International Airport, Chittagong",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-04-27,2025-04-27,0.766959593,Direct,Airbus A320,Business,Direct Booking,8347.663655,200,8547.663655,Regular,22
Air Astra,SPD,Saidpur Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-09-03,2025-09-03,3.197420543,Direct,Boeing 737,Business,Travel Agency,129397.3528,25409.60292,154806.9557,Regular,5
US-Bangla Airlines,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2025-03-17,2025-03-17,14.86757163,1 Stop,Airbus A350,Business,Travel Agency,101778.4657,21266.76985,123045.2355,Regular,30
US-Bangla Airlines,BZL,Barisal Airport,DOH,"Hamad International Airport, Doha",2025-01-12,2025-01-12,4.182988586,1 Stop,Boeing 787,First Class,Travel Agency,270098.3556,44514.75334,314613.1089,Regular,5
Singapore Airlines,RJH,"Shah Makhdum Airport, Rajshahi",SPD,Saidpur Airport,2025-08-19,2025-08-19,0.5,Direct,Airbus A320,Business,Direct Booking,7858.450397,200,8058.450397,Regular,44
Turkish Airlines,ZYL,"Osmani International Airport, Sylhet",JED,"King Abdulaziz International Airport, Jeddah",2025-04-17,2025-04-17,5.99746849,1 Stop,Boeing 777,First Class,Travel Agency,212620.3113,35893.0467,298216.0297,Regular,4
NovoAir,BZL,Barisal Airport,LHR,London Heathrow Airport,2025-09-19,2025-09-19,8.589193039,2 Stops,Boeing 777,Economy,Direct Booking,18497.48199,8774.622299,27272.10429,Regular,56
US-Bangla Airlines,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2025-04-26,2025-04-26,13.60627785,2 Stops,Airbus A350,First Class,Travel Agency,138672.2863,26800.84294,165473.1292,Regular,57
Thai Airways,BZL,Barisal Airport,DEL,"Indira Gandhi International Airport, Delhi",2026-01-14,2026-01-14,2.56236271,Direct,Boeing 737,Business,Direct Booking,106145.0856,17921.76283,124066.8484,Winter Holidays,57
AirAsia,CGP,"Shah Amanat International Airport, Chittagong",DXB,Dubai International Airport,2025-03-25,2025-03-25,4.327113199,Direct,Boeing 737,Economy,Direct Booking,40193.39978,10029.00997,50222.40975,Regular,42
Vistara,RJH,"Shah Makhdum Airport, Rajshahi",BZL,Barisal Airport,2025-07-30,2025-07-30,0.766035284,Direct,Airbus A320,Business,Travel Agency,4375.358341,200,4575.358341,Regular,73
AirAsia,CGP,"Shah Amanat International Airport, Chittagong",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-07-19,2025-07-19,1.18895898,Direct,Airbus A320,Business,Online Website,26139.82093,5920.973139,32060.79407,Regular,46
Lufthansa,JSR,Jessore Airport,SIN,Singapore Changi Airport,2025-04-06,2025-04-06,3.345649711,Direct,Boeing 737,Economy,Travel Agency,27611.0244,10141.65366,37752.67806,Regular,44
Singapore Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",JED,"King Abdulaziz International Airport, Jeddah",2025-07-11,2025-07-11,5.457956287,1 Stop,Boeing 777,Economy,Travel Agency,63101.90741,13465.28611,76567.19352,Regular,7
FlyDubai,RJH,"Shah Makhdum Airport, Rajshahi",LHR,London Heathrow Airport,2025-07-31,2025-08-01,8.728003807,2 Stops,Boeing 777,Economy,Direct Booking,20609.07522,9091.361283,29700.4365,Regular,56
British Airways,SPD,Saidpur Airport,DXB,Dubai International Airport,2026-01-01,2026-01-01,3.510340041,1 Stop,Boeing 787,Economy,Direct Booking,7712.560125,5156.884019,12869.44414,Winter Holidays,18
Biman Bangladesh Airlines,CXB,Cox's Bazar Airport,DOH,"Hamad International Airport, Doha",2025-11-15,2025-11-15,4.647306749,1 Stop,Boeing 787,First Class,Online Website,227610.4739,38141.57108,265752.0449,Regular,85
Kuwait Airways,BZL,Barisal Airport,LHR,London Heathrow Airport,2025-11-01,2025-11-02,9.007413755,1 Stop,Boeing 777,Business,Online Website,46604.03395,12990.60509,59594.63904,Regular,79
IndiGo,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2025-06-03,2025-06-04,13.04528215,2 Stops,Airbus A350,Economy,Online Website,56123.09267,14418.4639,70541.55657,Hajj,63
Air India,ZYL,"Osmani International Airport, Sylhet",BKK,"Suvarnabhumi Airport, Bangkok",2025-06-16,2025-06-16,2.373196469,Direct,Boeing 737,First Class,Direct Booking,217975.3893,38696.30839,256671.6977,Regular,55
NovoAir,SPD,Saidpur Airport,SIN,Singapore Changi Airport,2025-04-10,2025-04-10,3.668419576,Direct,Boeing 787,First Class,Online Website,146530.2382,27979.53572,174509.7739,Regular,14
Air Astra,SPD,Saidpur Airport,YYZ,Toronto Pearson International Airport,2025-01-27,2025-01-28,14.68032105,1 Stop,Boeing 777,Economy,Online Website,64409.1784,15661.37676,80070.55516,Regular,7
Kuwait Airways,JSR,Jessore Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-05-24,2025-05-24,1.054329854,Direct,Airbus A320,Business,Direct Booking,4822.340261,200,5022.340261,Regular,63
Saudia,CXB,Cox's Bazar Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-07-14,2025-07-14,2.842776532,1 Stop,Boeing 737,Business,Online Website,37408.21591,7611.232386,45019.44829,Regular,50
US-Bangla Airlines,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2026-01-23,2026-01-24,14.04627298,1 Stop,Airbus A350,Business,Direct Booking,67008.48004,16051.27201,83059.75205,Winter Holidays,60
Air India,CGP,"Shah Amanat International Airport, Chittagong",LHR,London Heathrow Airport,2025-06-02,2025-06-03,9.816545477,1 Stop,Airbus A350,Business,Direct Booking,116534.891,23480.23365,140015.1246,Regular,51
Cathay Pacific,RJH,"Shah Makhdum Airport, Rajshahi",IST,Istanbul Airport,2025-10-29,2025-10-29,6.052391744,1 Stop,Boeing 777,First Class,Direct Booking,171579.1366,29736.87049,201316.0071,Regular,13
Kuwait Airways,JSR,Jessore Airport,YYZ,Toronto Pearson International Airport,2025-01-26,2025-01-26,14.32429579,2 Stops,Airbus A350,First Class,Online Website,241630.2747,42244.54121,283874.816,Regular,21
Air Arabia,SPD,Saidpur Airport,BZL,Barisal Airport,2025-05-11,2025-05-11,1.289025823,Direct,Airbus A320,Economy,Online Website,2868.131702,200,3068.131702,Regular,6
Kuwait Airways,CXB,Cox's Bazar Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-02-21,2025-02-21,2.056775506,1 Stop,Boeing 787,Economy,Travel Agency,37183.32699,11577.49905,48760.82604,Regular,15
SriLankan Airlines,BZL,Barisal Airport,DOH,"Hamad International Airport, Doha",2025-07-28,2025-07-29,4.151566502,1 Stop,Boeing 737,Business,Travel Agency,71297.94163,14694.69124,85992.63288,Regular,89
AirAsia,CGP,"Shah Amanat International Airport, Chittagong",SPD,Saidpur Airport,2025-09-01,2025-09-01,1.534337954,Direct,Airbus A320,First Class,Direct Booking,8302.788642,200,8502.788642,Regular,72
Vistara,BZL,Barisal Airport,SIN,Singapore Changi Airport,2025-08-04,2025-08-04,3.328572544,Direct,Boeing 787,Business,Online Website,90200.86835,19530.13025,109730.9986,Regular,63
NovoAir,RJH,"Shah Makhdum Airport, Rajshahi",CXB,Cox's Bazar Airport,2026-01-23,2026-01-23,1.608490807,Direct,Airbus A320,First Class,Direct Booking,13638.74288,200,13838.74288,Winter Holidays,48
Thai Airways,JSR,Jessore Airport,DXB,Dubai International Airport,2025-04-24,2025-04-24,3.620656361,Direct,Boeing 737,First Class,Online Website,286236.0106,46935.40159,333171.4122,Regular,22
AirAsia,ZYL,"Osmani International Airport, Sylhet",DOH,"Hamad International Airport, Doha",2025-09-06,2025-09-06,4.67879666,Direct,Boeing 787,Business,Travel Agency,133693.6823,24054.05234,157747.7346,Regular,37
Air Astra,ZYL,"Osmani International Airport, Sylhet",RJH,"Shah Makhdum Airport, Rajshahi",2025-11-17,2025-11-17,1.067109853,Direct,Airbus A320,Economy,Travel Agency,3909.749123,200,4109.749123,Regular,41
